ID;Betalingsplichtigen;Perioden;TotaalMilieubelastingenEnHeffingen_1;TotaleOpbrengstMilieubelastingen_2;TotaalBelastingenOpMilieugrondslag_3;Afvalstoffenbelasting_4;Brandstoffenbelasting_5;Energiebelasting_6;Emissierechten_7;LeidingwaterEnGrondwaterbelasting_8;Verpakkingenbelasting_9;Vliegbelasting_10;TotaalBelastingenMBTMobiliteit_11;AccijnsOpBenzineEnOvMineraleOlien_12;BelastPersonenautoSEnMotorrijwielen_13;Motorrijtuigenbelasting_14;Mineralenheffingen_15;TotaleOpbrengstMilieuheffingen_16;AfvalstoffenheffingEnReinigingsrechten_17;GeluidsheffingBurgerluchtvaart_18;GrondwaterheffingEnNazorgheffing_19;RioolheffingEnRioolrechten_20;Waterverontreinigingsheffing_21
128;B Delfstoffenwinning;2011;17.0;16.0;15.0;0.0;0.0;15.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
129;B Delfstoffenwinning;2012;39.0;38.0;16.0;0.0;0.0;15.0;0.0;1.0;0.0;;22.0;22.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
130;B Delfstoffenwinning;2013;29.0;28.0;18.0;0.0;0.0;18.0;0.0;0.0;0.0;;10.0;10.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
131;B Delfstoffenwinning;2014;32.0;31.0;21.0;0.0;0.0;19.0;1.0;1.0;0.0;;10.0;10.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
132;B Delfstoffenwinning;2015;45.0;44.0;21.0;0.0;0.0;18.0;1.0;2.0;0.0;;23.0;21.0;0.0;2.0;;1.0;1.0;;0.0;0.0;0.0
133;B Delfstoffenwinning;2016;42.0;41.0;21.0;0.0;0.0;17.0;1.0;3.0;0.0;;20.0;18.0;1.0;1.0;;1.0;1.0;;0.0;0.0;0.0
134;B Delfstoffenwinning;2017;35.0;34.0;22.0;0.0;0.0;19.0;1.0;2.0;0.0;;12.0;9.0;2.0;1.0;;1.0;1.0;;0.0;0.0;0.0
135;B Delfstoffenwinning;2018;35.0;34.0;25.0;0.0;0.0;21.0;2.0;2.0;0.0;;9.0;8.0;0.0;1.0;;1.0;1.0;;0.0;0.0;0.0
136;B Delfstoffenwinning;2019;44.0;43.0;33.0;0.0;0.0;26.0;4.0;3.0;0.0;;10.0;9.0;0.0;1.0;;1.0;1.0;;0.0;0.0;0.0
137;B Delfstoffenwinning;2020;45.0;44.0;35.0;0.0;0.0;29.0;3.0;3.0;0.0;;9.0;8.0;0.0;1.0;;1.0;1.0;;0.0;0.0;0.0
138;B Delfstoffenwinning;2021;42.0;41.0;34.0;0.0;0.0;27.0;4.0;3.0;0.0;0.0;7.0;7.0;0.0;0.0;;1.0;1.0;;0.0;0.0;0.0
139;B Delfstoffenwinning;2022;62.0;62.0;56.0;0.0;0.0;32.0;23.0;1.0;0.0;0.0;6.0;6.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0
140;C Industrie;1995;647.0;422.0;176.0;18.0;143.0;0.0;0.0;15.0;;;246.0;137.0;44.0;65.0;;225.0;82.0;;3.0;16.0;124.0
141;C Industrie;1996;683.0;471.0;224.0;15.0;148.0;46.0;0.0;15.0;;;247.0;136.0;48.0;63.0;;212.0;77.0;;3.0;10.0;122.0
142;C Industrie;1997;698.0;468.0;232.0;9.0;145.0;75.0;0.0;3.0;;;236.0;136.0;64.0;36.0;;230.0;83.0;;5.0;11.0;131.0
143;C Industrie;1998;684.0;470.0;245.0;15.0;139.0;74.0;0.0;17.0;;;225.0;126.0;65.0;34.0;;214.0;79.0;;5.0;12.0;118.0
144;C Industrie;1999;744.0;516.0;280.0;18.0;123.0;124.0;0.0;15.0;;;236.0;140.0;68.0;28.0;;228.0;80.0;;14.0;13.0;121.0
145;C Industrie;2000;860.0;609.0;360.0;35.0;122.0;185.0;0.0;18.0;;;249.0;159.0;66.0;24.0;;251.0;91.0;;20.0;14.0;126.0
146;C Industrie;2001;803.0;547.0;355.0;32.0;107.0;184.0;0.0;32.0;;;192.0;126.0;54.0;12.0;;256.0;93.0;;24.0;15.0;124.0
147;C Industrie;2002;732.0;469.0;267.0;26.0;80.0;124.0;0.0;37.0;;;202.0;140.0;42.0;20.0;;263.0;82.0;;37.0;14.0;130.0
148;C Industrie;2003;764.0;517.0;288.0;18.0;80.0;148.0;0.0;42.0;;;229.0;159.0;46.0;24.0;;247.0;86.0;;17.0;16.0;128.0
149;C Industrie;2004;923.0;670.0;450.0;12.0;11.0;383.0;0.0;44.0;;;220.0;130.0;48.0;42.0;;253.0;89.0;;18.0;16.0;130.0
150;C Industrie;2005;1207.0;961.0;738.0;11.0;3.0;677.0;0.0;47.0;;;223.0;129.0;51.0;43.0;;246.0;86.0;;19.0;16.0;125.0
151;C Industrie;2006;1291.0;1032.0;801.0;22.0;-2.0;736.0;0.0;45.0;;;231.0;132.0;57.0;42.0;;259.0;88.0;;18.0;18.0;135.0
152;C Industrie;2007;1184.0;927.0;606.0;19.0;0.0;542.0;0.0;45.0;;;321.0;208.0;64.0;49.0;;257.0;92.0;;18.0;18.0;129.0
153;C Industrie;2008;1418.0;1182.0;875.0;10.0;6.0;692.0;0.0;45.0;122.0;0.0;307.0;181.0;73.0;53.0;;236.0;93.0;;1.0;19.0;123.0
154;C Industrie;2009;1309.0;1097.0;849.0;6.0;0.0;592.0;0.0;42.0;209.0;0.0;248.0;125.0;60.0;63.0;;212.0;94.0;;1.0;19.0;98.0
155;C Industrie;2010;1252.0;1028.0;810.0;6.0;0.0;546.0;0.0;31.0;227.0;;218.0;128.0;43.0;47.0;;224.0;95.0;;0.0;19.0;110.0
156;C Industrie;2011;1335.0;1109.0;849.0;2.0;0.0;579.0;22.0;27.0;219.0;;260.0;156.0;44.0;60.0;;226.0;95.0;;0.0;21.0;110.0
157;C Industrie;2012;1223.0;994.0;764.0;-3.0;0.0;508.0;22.0;22.0;215.0;;230.0;139.0;27.0;64.0;;229.0;95.0;;0.0;23.0;111.0
158;C Industrie;2013;1096.0;860.0;644.0;-1.0;0.0;596.0;21.0;26.0;2.0;;216.0;128.0;24.0;64.0;;236.0;95.0;;0.0;26.0;115.0
159;C Industrie;2014;1142.0;906.0;684.0;2.0;0.0;643.0;-8.0;46.0;1.0;;222.0;138.0;20.0;64.0;;236.0;95.0;;0.0;26.0;115.0
160;C Industrie;2015;1134.0;903.0;680.0;8.0;0.0;635.0;-7.0;44.0;0.0;;223.0;132.0;19.0;72.0;;231.0;95.0;;0.0;25.0;111.0
161;C Industrie;2016;1087.0;840.0;632.0;8.0;0.0;584.0;-6.0;46.0;0.0;;208.0;130.0;18.0;60.0;;247.0;99.0;;0.0;27.0;121.0
162;C Industrie;2017;1195.0;955.0;731.0;8.0;0.0;672.0;3.0;48.0;0.0;;224.0;130.0;31.0;63.0;;240.0;95.0;;0.0;28.0;117.0
163;C Industrie;2018;1283.0;1037.0;804.0;6.0;0.0;745.0;6.0;47.0;0.0;;233.0;139.0;26.0;68.0;;246.0;98.0;;0.0;30.0;118.0
164;C Industrie;2019;1368.0;1117.0;903.0;17.0;0.0;815.0;23.0;48.0;0.0;;214.0;137.0;21.0;56.0;;251.0;100.0;;0.0;30.0;121.0
165;C Industrie;2020;1502.0;1244.0;1050.0;20.0;0.0;956.0;27.0;47.0;0.0;;194.0;120.0;15.0;59.0;;258.0;110.0;;0.0;31.0;117.0
166;C Industrie;2021;1644.0;1364.0;1156.0;21.0;0.0;1058.0;17.0;58.0;0.0;2.0;208.0;133.0;15.0;60.0;;280.0;128.0;;0.0;35.0;117.0
167;C Industrie;2022;2044.0;1754.0;1548.0;21.0;0.0;1368.0;100.0;56.0;0.0;3.0;206.0;114.0;15.0;77.0;;290.0;125.0;;0.0;40.0;125.0
168;10-12 Voedings-, genotmiddelenindustrie;1995;204.0;98.0;38.0;5.0;25.0;0.0;0.0;8.0;;;60.0;36.0;6.0;18.0;;106.0;16.0;;2.0;8.0;80.0
169;10-12 Voedings-, genotmiddelenindustrie;1996;208.0;102.0;40.0;1.0;24.0;7.0;0.0;8.0;;;62.0;37.0;7.0;18.0;;106.0;19.0;;2.0;5.0;79.0
170;10-12 Voedings-, genotmiddelenindustrie;1997;198.0;82.0;31.0;1.0;23.0;7.0;0.0;0.0;;;51.0;31.0;8.0;12.0;;116.0;25.0;;3.0;6.0;82.0
171;10-12 Voedings-, genotmiddelenindustrie;1998;199.0;88.0;46.0;1.0;23.0;13.0;0.0;9.0;;;42.0;23.0;9.0;10.0;;111.0;26.0;;3.0;6.0;75.0
172;10-12 Voedings-, genotmiddelenindustrie;1999;211.0;91.0;46.0;2.0;20.0;16.0;0.0;8.0;;;45.0;27.0;8.0;10.0;;120.0;28.0;;7.0;7.0;79.0
173;10-12 Voedings-, genotmiddelenindustrie;2000;245.0;114.0;67.0;6.0;23.0;29.0;0.0;9.0;;;47.0;33.0;7.0;7.0;;131.0;32.0;;10.0;7.0;82.0
174;10-12 Voedings-, genotmiddelenindustrie;2001;242.0;111.0;73.0;4.0;12.0;44.0;0.0;13.0;;;38.0;27.0;8.0;3.0;;131.0;32.0;;12.0;8.0;79.0
175;10-12 Voedings-, genotmiddelenindustrie;2002;237.0;102.0;61.0;3.0;11.0;30.0;0.0;17.0;;;41.0;29.0;7.0;5.0;;135.0;24.0;;17.0;8.0;86.0
176;10-12 Voedings-, genotmiddelenindustrie;2003;232.0;102.0;65.0;4.0;9.0;33.0;0.0;19.0;;;37.0;26.0;8.0;3.0;;130.0;28.0;;10.0;8.0;84.0
177;10-12 Voedings-, genotmiddelenindustrie;2004;299.0;158.0;119.0;2.0;1.0;95.0;0.0;21.0;;;39.0;27.0;5.0;7.0;;141.0;34.0;;13.0;8.0;86.0
178;10-12 Voedings-, genotmiddelenindustrie;2005;366.0;230.0;184.0;2.0;0.0;160.0;0.0;22.0;;;46.0;34.0;6.0;6.0;;136.0;34.0;;10.0;8.0;84.0
179;10-12 Voedings-, genotmiddelenindustrie;2006;401.0;253.0;206.0;3.0;0.0;184.0;0.0;19.0;;;47.0;35.0;6.0;6.0;;148.0;36.0;;12.0;10.0;90.0
180;10-12 Voedings-, genotmiddelenindustrie;2007;340.0;199.0;161.0;4.0;0.0;137.0;0.0;20.0;;;38.0;26.0;6.0;6.0;;141.0;36.0;;12.0;10.0;83.0
181;10-12 Voedings-, genotmiddelenindustrie;2008;437.0;310.0;273.0;2.0;0.0;167.0;0.0;20.0;84.0;0.0;37.0;25.0;7.0;5.0;;127.0;37.0;;0.0;9.0;81.0
182;10-12 Voedings-, genotmiddelenindustrie;2009;447.0;336.0;306.0;2.0;0.0;139.0;0.0;18.0;147.0;0.0;30.0;18.0;7.0;5.0;;111.0;37.0;;0.0;11.0;63.0
183;10-12 Voedings-, genotmiddelenindustrie;2010;464.0;346.0;311.0;1.0;0.0;137.0;0.0;11.0;162.0;;35.0;24.0;5.0;6.0;;118.0;38.0;;0.0;11.0;69.0
184;10-12 Voedings-, genotmiddelenindustrie;2011;472.0;357.0;322.0;1.0;0.0;153.0;0.0;11.0;157.0;;35.0;26.0;3.0;6.0;;115.0;38.0;;0.0;11.0;66.0
185;10-12 Voedings-, genotmiddelenindustrie;2012;448.0;340.0;302.0;-1.0;0.0;142.0;0.0;8.0;153.0;;38.0;27.0;2.0;9.0;;108.0;38.0;;0.0;12.0;58.0
186;10-12 Voedings-, genotmiddelenindustrie;2013;333.0;221.0;177.0;0.0;0.0;163.0;0.0;12.0;2.0;;44.0;28.0;2.0;14.0;;112.0;38.0;;0.0;12.0;62.0
187;10-12 Voedings-, genotmiddelenindustrie;2014;375.0;263.0;210.0;1.0;0.0;187.0;0.0;21.0;1.0;;53.0;37.0;2.0;14.0;;112.0;38.0;;0.0;12.0;62.0
188;10-12 Voedings-, genotmiddelenindustrie;2015;362.0;255.0;205.0;3.0;0.0;185.0;0.0;17.0;0.0;;50.0;31.0;3.0;16.0;;107.0;38.0;;0.0;11.0;58.0
189;10-12 Voedings-, genotmiddelenindustrie;2016;356.0;241.0;197.0;3.0;0.0;175.0;1.0;18.0;0.0;;44.0;29.0;2.0;13.0;;115.0;40.0;;0.0;12.0;63.0
190;10-12 Voedings-, genotmiddelenindustrie;2017;372.0;257.0;211.0;3.0;0.0;187.0;1.0;20.0;0.0;;46.0;30.0;3.0;13.0;;115.0;41.0;;0.0;12.0;62.0
191;10-12 Voedings-, genotmiddelenindustrie;2018;391.0;273.0;219.0;2.0;0.0;196.0;2.0;19.0;0.0;;54.0;32.0;2.0;20.0;;118.0;39.0;;0.0;14.0;65.0
192;10-12 Voedings-, genotmiddelenindustrie;2019;417.0;293.0;241.0;5.0;0.0;209.0;7.0;20.0;0.0;;52.0;32.0;2.0;18.0;;124.0;42.0;;0.0;15.0;67.0
193;10-12 Voedings-, genotmiddelenindustrie;2020;467.0;340.0;292.0;7.0;0.0;259.0;6.0;20.0;0.0;;48.0;32.0;1.0;15.0;;127.0;50.0;;0.0;15.0;62.0
194;10-12 Voedings-, genotmiddelenindustrie;2021;463.0;327.0;280.0;6.0;0.0;239.0;11.0;23.0;0.0;1.0;47.0;33.0;1.0;13.0;;136.0;56.0;;0.0;17.0;63.0
195;10-12 Voedings-, genotmiddelenindustrie;2022;564.0;425.0;383.0;6.0;0.0;321.0;31.0;24.0;0.0;1.0;42.0;26.0;1.0;15.0;;139.0;52.0;;0.0;20.0;67.0
196;13-15 Textiel-, kleding-, lederindustrie;1995;10.0;5.0;2.0;0.0;2.0;0.0;0.0;0.0;;;3.0;1.0;2.0;0.0;;5.0;1.0;;0.0;0.0;4.0
197;13-15 Textiel-, kleding-, lederindustrie;1996;13.0;7.0;3.0;1.0;2.0;0.0;0.0;0.0;;;4.0;1.0;2.0;1.0;;6.0;2.0;;0.0;0.0;4.0
198;13-15 Textiel-, kleding-, lederindustrie;1997;13.0;8.0;4.0;1.0;2.0;1.0;0.0;0.0;;;4.0;1.0;3.0;0.0;;5.0;1.0;;0.0;0.0;4.0
199;13-15 Textiel-, kleding-, lederindustrie;1998;13.0;7.0;4.0;1.0;2.0;1.0;0.0;0.0;;;3.0;1.0;2.0;0.0;;6.0;2.0;;0.0;0.0;4.0
200;13-15 Textiel-, kleding-, lederindustrie;1999;16.0;10.0;5.0;1.0;2.0;2.0;0.0;0.0;;;5.0;2.0;3.0;0.0;;6.0;2.0;;0.0;0.0;4.0
201;13-15 Textiel-, kleding-, lederindustrie;2000;21.0;15.0;9.0;2.0;2.0;5.0;0.0;0.0;;;6.0;2.0;3.0;1.0;;6.0;2.0;;0.0;0.0;4.0
202;13-15 Textiel-, kleding-, lederindustrie;2001;21.0;15.0;11.0;1.0;2.0;8.0;0.0;0.0;;;4.0;2.0;1.0;1.0;;6.0;2.0;;0.0;0.0;4.0
203;13-15 Textiel-, kleding-, lederindustrie;2002;19.0;13.0;8.0;1.0;2.0;5.0;0.0;0.0;;;5.0;3.0;1.0;1.0;;6.0;2.0;;0.0;0.0;4.0
204;13-15 Textiel-, kleding-, lederindustrie;2003;19.0;12.0;8.0;1.0;2.0;5.0;0.0;0.0;;;4.0;3.0;1.0;0.0;;7.0;2.0;;0.0;1.0;4.0
205;13-15 Textiel-, kleding-, lederindustrie;2004;24.0;16.0;10.0;1.0;0.0;9.0;0.0;0.0;;;6.0;3.0;2.0;1.0;;8.0;3.0;;0.0;1.0;4.0
206;13-15 Textiel-, kleding-, lederindustrie;2005;29.0;20.0;15.0;1.0;0.0;14.0;0.0;0.0;;;5.0;3.0;2.0;0.0;;9.0;4.0;;0.0;1.0;4.0
207;13-15 Textiel-, kleding-, lederindustrie;2006;27.0;18.0;16.0;1.0;0.0;15.0;0.0;0.0;;;2.0;1.0;1.0;0.0;;9.0;4.0;;0.0;1.0;4.0
208;13-15 Textiel-, kleding-, lederindustrie;2007;28.0;19.0;14.0;1.0;0.0;13.0;0.0;0.0;;;5.0;1.0;2.0;2.0;;9.0;4.0;;0.0;1.0;4.0
209;13-15 Textiel-, kleding-, lederindustrie;2008;27.0;19.0;16.0;0.0;0.0;15.0;0.0;0.0;1.0;0.0;3.0;1.0;1.0;1.0;;8.0;4.0;;0.0;0.0;4.0
210;13-15 Textiel-, kleding-, lederindustrie;2009;26.0;18.0;15.0;0.0;0.0;13.0;0.0;0.0;2.0;0.0;3.0;1.0;1.0;1.0;;8.0;4.0;;0.0;1.0;3.0
211;13-15 Textiel-, kleding-, lederindustrie;2010;29.0;21.0;17.0;1.0;0.0;13.0;0.0;1.0;2.0;;4.0;2.0;1.0;1.0;;8.0;4.0;;0.0;1.0;3.0
212;13-15 Textiel-, kleding-, lederindustrie;2011;29.0;20.0;15.0;0.0;0.0;13.0;0.0;0.0;2.0;;5.0;2.0;1.0;2.0;;9.0;4.0;;0.0;1.0;4.0
213;13-15 Textiel-, kleding-, lederindustrie;2012;26.0;17.0;14.0;0.0;0.0;12.0;0.0;0.0;2.0;;3.0;1.0;1.0;1.0;;9.0;4.0;;0.0;0.0;5.0
214;13-15 Textiel-, kleding-, lederindustrie;2013;28.0;20.0;15.0;0.0;0.0;15.0;0.0;0.0;0.0;;5.0;3.0;1.0;1.0;;8.0;4.0;;0.0;0.0;4.0
215;13-15 Textiel-, kleding-, lederindustrie;2014;29.0;21.0;17.0;0.0;0.0;17.0;0.0;0.0;0.0;;4.0;3.0;0.0;1.0;;8.0;4.0;;0.0;0.0;4.0
216;13-15 Textiel-, kleding-, lederindustrie;2015;27.0;19.0;16.0;0.0;0.0;15.0;0.0;1.0;0.0;;3.0;2.0;0.0;1.0;;8.0;4.0;;0.0;0.0;4.0
217;13-15 Textiel-, kleding-, lederindustrie;2016;27.0;18.0;15.0;1.0;0.0;13.0;0.0;1.0;0.0;;3.0;2.0;0.0;1.0;;9.0;5.0;;0.0;0.0;4.0
218;13-15 Textiel-, kleding-, lederindustrie;2017;29.0;20.0;16.0;1.0;0.0;14.0;0.0;1.0;0.0;;4.0;2.0;1.0;1.0;;9.0;5.0;;0.0;0.0;4.0
219;13-15 Textiel-, kleding-, lederindustrie;2018;30.0;19.0;14.0;0.0;0.0;13.0;0.0;1.0;0.0;;5.0;2.0;1.0;2.0;;11.0;5.0;;0.0;0.0;6.0
220;13-15 Textiel-, kleding-, lederindustrie;2019;31.0;19.0;14.0;0.0;0.0;14.0;0.0;0.0;0.0;;5.0;2.0;1.0;2.0;;12.0;6.0;;0.0;0.0;6.0
221;13-15 Textiel-, kleding-, lederindustrie;2020;32.0;20.0;15.0;0.0;0.0;14.0;0.0;1.0;0.0;;5.0;2.0;1.0;2.0;;12.0;7.0;;0.0;0.0;5.0
222;13-15 Textiel-, kleding-, lederindustrie;2021;28.0;14.0;11.0;0.0;0.0;10.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;2.0;;14.0;8.0;;0.0;0.0;6.0
223;13-15 Textiel-, kleding-, lederindustrie;2022;31.0;20.0;16.0;0.0;0.0;15.0;0.0;1.0;0.0;0.0;4.0;3.0;0.0;1.0;;11.0;6.0;;0.0;0.0;5.0
224;16-18 Hout-, papier-, grafische industr.;1995;69.0;52.0;14.0;3.0;11.0;0.0;0.0;0.0;;;38.0;23.0;9.0;6.0;;17.0;9.0;;0.0;0.0;8.0
225;16-18 Hout-, papier-, grafische industr.;1996;69.0;54.0;16.0;3.0;10.0;3.0;0.0;0.0;;;38.0;27.0;8.0;3.0;;15.0;8.0;;0.0;0.0;7.0
226;16-18 Hout-, papier-, grafische industr.;1997;72.0;55.0;13.0;1.0;7.0;4.0;0.0;1.0;;;42.0;26.0;12.0;4.0;;17.0;8.0;;0.0;0.0;9.0
227;16-18 Hout-, papier-, grafische industr.;1998;62.0;46.0;15.0;2.0;8.0;5.0;0.0;0.0;;;31.0;21.0;10.0;0.0;;16.0;8.0;;0.0;0.0;8.0
228;16-18 Hout-, papier-, grafische industr.;1999;67.0;49.0;17.0;3.0;8.0;6.0;0.0;0.0;;;32.0;22.0;10.0;0.0;;18.0;9.0;;1.0;0.0;8.0
229;16-18 Hout-, papier-, grafische industr.;2000;77.0;56.0;25.0;6.0;7.0;12.0;0.0;0.0;;;31.0;18.0;11.0;2.0;;21.0;12.0;;1.0;0.0;8.0
230;16-18 Hout-, papier-, grafische industr.;2001;82.0;58.0;32.0;6.0;4.0;22.0;0.0;0.0;;;26.0;17.0;7.0;2.0;;24.0;14.0;;2.0;0.0;8.0
231;16-18 Hout-, papier-, grafische industr.;2002;75.0;54.0;24.0;5.0;4.0;15.0;0.0;0.0;;;30.0;23.0;5.0;2.0;;21.0;10.0;;3.0;0.0;8.0
232;16-18 Hout-, papier-, grafische industr.;2003;58.0;41.0;22.0;3.0;4.0;15.0;0.0;0.0;;;19.0;12.0;7.0;0.0;;17.0;9.0;;0.0;0.0;8.0
233;16-18 Hout-, papier-, grafische industr.;2004;75.0;57.0;32.0;1.0;1.0;30.0;0.0;0.0;;;25.0;18.0;6.0;1.0;;18.0;9.0;;0.0;0.0;9.0
234;16-18 Hout-, papier-, grafische industr.;2005;90.0;76.0;49.0;1.0;0.0;46.0;0.0;2.0;;;27.0;20.0;7.0;0.0;;14.0;8.0;;0.0;0.0;6.0
235;16-18 Hout-, papier-, grafische industr.;2006;102.0;86.0;60.0;2.0;0.0;55.0;0.0;3.0;;;26.0;20.0;6.0;0.0;;16.0;8.0;;0.0;0.0;8.0
236;16-18 Hout-, papier-, grafische industr.;2007;99.0;84.0;49.0;2.0;0.0;45.0;0.0;2.0;;;35.0;24.0;8.0;3.0;;15.0;7.0;;0.0;0.0;8.0
237;16-18 Hout-, papier-, grafische industr.;2008;111.0;98.0;71.0;1.0;0.0;62.0;0.0;2.0;6.0;0.0;27.0;19.0;5.0;3.0;;13.0;7.0;;0.0;0.0;6.0
238;16-18 Hout-, papier-, grafische industr.;2009;94.0;80.0;55.0;1.0;0.0;43.0;0.0;2.0;9.0;0.0;25.0;17.0;5.0;3.0;;14.0;8.0;;0.0;0.0;6.0
239;16-18 Hout-, papier-, grafische industr.;2010;90.0;77.0;48.0;0.0;0.0;38.0;0.0;0.0;10.0;;29.0;24.0;3.0;2.0;;13.0;8.0;;0.0;0.0;5.0
240;16-18 Hout-, papier-, grafische industr.;2011;89.0;76.0;46.0;0.0;0.0;36.0;1.0;0.0;9.0;;30.0;22.0;4.0;4.0;;13.0;8.0;;0.0;0.0;5.0
241;16-18 Hout-, papier-, grafische industr.;2012;77.0;63.0;41.0;0.0;0.0;30.0;1.0;1.0;9.0;;22.0;16.0;3.0;3.0;;14.0;8.0;;0.0;0.0;6.0
242;16-18 Hout-, papier-, grafische industr.;2013;75.0;54.0;37.0;0.0;0.0;36.0;1.0;0.0;0.0;;17.0;12.0;2.0;3.0;;21.0;8.0;;0.0;1.0;12.0
243;16-18 Hout-, papier-, grafische industr.;2014;70.0;49.0;37.0;0.0;0.0;37.0;0.0;0.0;0.0;;12.0;7.0;2.0;3.0;;21.0;8.0;;0.0;1.0;12.0
244;16-18 Hout-, papier-, grafische industr.;2015;70.0;47.0;35.0;0.0;0.0;34.0;0.0;1.0;0.0;;12.0;6.0;1.0;5.0;;23.0;8.0;;0.0;1.0;14.0
245;16-18 Hout-, papier-, grafische industr.;2016;68.0;44.0;32.0;0.0;0.0;31.0;0.0;1.0;0.0;;12.0;6.0;1.0;5.0;;24.0;8.0;;0.0;1.0;15.0
246;16-18 Hout-, papier-, grafische industr.;2017;80.0;56.0;40.0;0.0;0.0;38.0;1.0;1.0;0.0;;16.0;8.0;3.0;5.0;;24.0;8.0;;0.0;1.0;15.0
247;16-18 Hout-, papier-, grafische industr.;2018;84.0;59.0;44.0;0.0;0.0;42.0;1.0;1.0;0.0;;15.0;8.0;2.0;5.0;;25.0;9.0;;0.0;1.0;15.0
248;16-18 Hout-, papier-, grafische industr.;2019;85.0;59.0;48.0;1.0;0.0;44.0;2.0;1.0;0.0;;11.0;6.0;2.0;3.0;;26.0;8.0;;0.0;1.0;17.0
249;16-18 Hout-, papier-, grafische industr.;2020;90.0;62.0;53.0;1.0;0.0;49.0;2.0;1.0;0.0;;9.0;5.0;0.0;4.0;;28.0;8.0;;0.0;1.0;19.0
250;16-18 Hout-, papier-, grafische industr.;2021;99.0;73.0;64.0;2.0;0.0;58.0;3.0;1.0;0.0;0.0;9.0;7.0;1.0;1.0;;26.0;9.0;;0.0;1.0;16.0
251;16-18 Hout-, papier-, grafische industr.;2022;113.0;92.0;81.0;2.0;0.0;68.0;11.0;0.0;0.0;0.0;11.0;6.0;1.0;4.0;;21.0;9.0;;0.0;1.0;11.0
252;16 Houtindustrie;1995;26.0;24.0;2.0;1.0;1.0;0.0;0.0;0.0;;;22.0;20.0;2.0;0.0;;2.0;2.0;;0.0;0.0;0.0
253;16 Houtindustrie;1996;31.0;30.0;3.0;1.0;1.0;1.0;0.0;0.0;;;27.0;25.0;2.0;0.0;;1.0;1.0;;0.0;0.0;0.0
254;16 Houtindustrie;1997;30.0;29.0;1.0;0.0;0.0;1.0;0.0;0.0;;;28.0;25.0;3.0;0.0;;1.0;1.0;;0.0;0.0;0.0
255;16 Houtindustrie;1998;26.0;25.0;2.0;0.0;1.0;1.0;0.0;0.0;;;23.0;20.0;3.0;0.0;;1.0;1.0;;0.0;0.0;0.0
256;16 Houtindustrie;1999;29.0;27.0;4.0;1.0;2.0;1.0;0.0;0.0;;;23.0;20.0;3.0;0.0;;2.0;2.0;;0.0;0.0;0.0
257;16 Houtindustrie;2000;25.0;22.0;4.0;1.0;1.0;2.0;0.0;0.0;;;18.0;15.0;3.0;0.0;;3.0;3.0;;0.0;0.0;0.0
258;16 Houtindustrie;2001;24.0;20.0;2.0;0.0;0.0;2.0;0.0;0.0;;;18.0;15.0;3.0;0.0;;4.0;4.0;;0.0;0.0;0.0
259;16 Houtindustrie;2002;26.0;24.0;2.0;1.0;0.0;1.0;0.0;0.0;;;22.0;20.0;2.0;0.0;;2.0;2.0;;0.0;0.0;0.0
260;16 Houtindustrie;2003;16.0;14.0;2.0;1.0;0.0;1.0;0.0;0.0;;;12.0;10.0;2.0;0.0;;2.0;2.0;;0.0;0.0;0.0
261;16 Houtindustrie;2004;22.0;19.0;1.0;0.0;0.0;1.0;0.0;0.0;;;18.0;15.0;2.0;1.0;;3.0;3.0;;0.0;0.0;0.0
262;16 Houtindustrie;2005;22.0;20.0;3.0;0.0;0.0;3.0;0.0;0.0;;;17.0;15.0;2.0;0.0;;2.0;2.0;;0.0;0.0;0.0
263;16 Houtindustrie;2006;23.0;22.0;4.0;0.0;0.0;4.0;0.0;0.0;;;18.0;15.0;3.0;0.0;;1.0;1.0;;0.0;0.0;0.0
264;16 Houtindustrie;2007;28.0;27.0;3.0;0.0;0.0;3.0;0.0;0.0;;;24.0;20.0;4.0;0.0;;1.0;1.0;;0.0;0.0;0.0
265;16 Houtindustrie;2008;23.0;22.0;5.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;17.0;15.0;2.0;0.0;;1.0;1.0;;0.0;0.0;0.0
266;16 Houtindustrie;2009;23.0;22.0;6.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;16.0;15.0;1.0;0.0;;1.0;1.0;;0.0;0.0;0.0
267;16 Houtindustrie;2010;27.0;26.0;5.0;0.0;0.0;4.0;0.0;0.0;1.0;;21.0;20.0;1.0;0.0;;1.0;1.0;;0.0;0.0;0.0
268;16 Houtindustrie;2011;28.0;27.0;5.0;0.0;0.0;4.0;0.0;0.0;1.0;;22.0;20.0;2.0;0.0;;1.0;1.0;;0.0;0.0;0.0
269;16 Houtindustrie;2012;22.0;21.0;4.0;0.0;0.0;3.0;0.0;0.0;1.0;;17.0;15.0;1.0;1.0;;1.0;1.0;;0.0;0.0;0.0
