ID;Woonplaatsen;Woonplaatscode_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
1821;Schagen;WP2460    ;Schagen                            ;GM0441    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1822;Schagerbrug;WP2756    ;Schagen                            ;GM0441    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1823;Schaijk;WP1851    ;Landerd                            ;GM1685    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1824;Schalkhaar;WP2860    ;Deventer                           ;GM0150    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1825;Schalkwijk;WP2056    ;Houten                             ;GM0321    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1826;Schalsum;WP1369    ;Franekeradeel                      ;GM0070    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1827;Schardam;WP1842    ;Edam-Volendam                      ;GM0385    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1828;Scharendijke;WP2686    ;Schouwen-Duiveland                 ;GM1676    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1829;Scharmer;WP1355    ;Slochteren                         ;GM0040    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1830;Scharnegoutum;WP2419    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1831;Scharsterbrug;WP2506    ;De Fryske Marren                   ;GM1940    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1832;Scharwoude;WP1189    ;Koggenland                         ;GM1598    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1833;Scheemda;WP1893    ;Oldambt                            ;GM1895    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1834;Scheerwolde;WP2711    ;Steenwijkerland                    ;GM1708    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1835;Schellinkhout;WP1511    ;Drechterland                       ;GM0498    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1836;Schelluinen;WP1437    ;Giessenlanden                      ;GM0689    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1837;Schermerhorn;WP1889    ;Alkmaar                            ;GM0361    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1838;Scherpenisse;WP2073    ;Tholen                             ;GM0716    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1839;Scherpenzeel;WP1737    ;Weststellingwerf                   ;GM0098    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1840;Scherpenzeel;WP2135    ;Scherpenzeel                       ;GM0279    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1841;Schettens;WP2322    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1842;Scheulder;WP1697    ;Eijsden-Margraten                  ;GM1903    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1843;Schiedam;WP1935    ;Schiedam                           ;GM0606    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1844;Schiermonnikoog;WP2428    ;Schiermonnikoog                    ;GM0088    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1845;Schijf;WP2582    ;Rucphen                            ;GM0840    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1846;Schijndel;WP2139    ;Meierijstad                        ;GM1948    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1847;Schildwolde;WP1356    ;Slochteren                         ;GM0040    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1848;Schimmert;WP2360    ;Nuth                               ;GM0951    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1849;Schin op Geul;WP1717    ;Valkenburg aan de Geul             ;GM0994    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1850;Schinnen;WP2103    ;Schinnen                           ;GM0962    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1851;Schinveld;WP2848    ;Onderbanken                        ;GM0881    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1852;Schipborg;WP1178    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1853;Schiphol;WP1618    ;Haarlemmermeer                     ;GM0394    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1854;Schiphol-Rijk;WP1604    ;Haarlemmermeer                     ;GM0394    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1855;De Schiphorst;WP1085    ;Meppel                             ;GM0119    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1856;Schipluiden;WP2805    ;Midden-Delfland                    ;GM1842    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1857;Schokland;WP1277    ;Noordoostpolder                    ;GM0171    ;Flevoland                ;PV24      ;Oost-Nederland           ;LD02      
1858;Schoondijke;WP2971    ;Sluis                              ;GM1714    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1859;Schoonebeek;WP1998    ;Emmen                              ;GM0114    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1860;Schoonhoven;WP2390    ;Krimpenerwaard                     ;GM1931    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1861;Schoonloo;WP1179    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1862;Schoonoord;WP2161    ;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1863;Schoonrewoerd;WP2272    ;Leerdam                            ;GM0545    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1864;Schoorl;WP3045    ;Bergen (NH.)                       ;GM0373    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1865;Schore;WP1469    ;Kapelle                            ;GM0678    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1866;Schouwerzijl;WP3424    ;De Marne                           ;GM1663    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1867;Schraard;WP2323    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1868;Schuinesloot;WP1562    ;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1869;Sebaldeburen;WP2181    ;Grootegast                         ;GM0015    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1870;Sellingen;WP2295    ;Vlagtwedde                         ;GM0048    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1871;Serooskerke;WP2687    ;Schouwen-Duiveland                 ;GM1676    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1872;Serooskerke;WP2782    ;Veere                              ;GM0717    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1873;Sevenum;WP1515    ;Horst aan de Maas                  ;GM1507    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1874;Sexbierum;WP1373    ;Franekeradeel                      ;GM0070    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1875;Sibculo;WP3324    ;Twenterand                         ;GM1700    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1876;Sibculo;WP1563    ;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1877;Sibrandabuorren;WP2536    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1878;Sibrandahûs;WP3274    ;Dantumadiel                        ;GM1891    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1879;Siddeburen;WP1357    ;Slochteren                         ;GM0040    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1880;Siebengewald;WP1123    ;Bergen (L.)                        ;GM0893    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1881;Siegerswoude;WP3354    ;Opsterland                         ;GM0086    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1882;Sijbekarspel;WP3156    ;Medemblik                          ;GM0420    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1883;Silvolde;WP1578    ;Oude IJsselstreek                  ;GM1509    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1884;Simonshaven;WP1389    ;Nissewaard                         ;GM1930    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1885;Simpelveld;WP3065    ;Simpelveld                         ;GM0965    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1886;Sinderen;WP1579    ;Oude IJsselstreek                  ;GM1509    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1887;Sint Agatha;WP1454    ;Cuijk                              ;GM1684    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1888;Sint Annen;WP1834    ;Ten Boer                           ;GM0009    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1889;Sint Anthonis;WP2083    ;Sint Anthonis                      ;GM1702    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1890;Sint Geertruid;WP1698    ;Eijsden-Margraten                  ;GM1903    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1891;Sint Hubert;WP1977    ;Mill en Sint Hubert                ;GM0815    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1892;Sint Jansklooster;WP2712    ;Steenwijkerland                    ;GM1708    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1893;Sint Jansteen;WP3089    ;Hulst                              ;GM0677    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1894;Sint Joost;WP2044    ;Echt-Susteren                      ;GM1711    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1895;Sint Kruis;WP2973    ;Sluis                              ;GM1714    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1896;Sint Maarten;WP3291    ;Schagen                            ;GM0441    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1897;Sint Maartensbrug;WP2759    ;Schagen                            ;GM0441    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1898;Sint Maartensvlotbrug;WP2760    ;Schagen                            ;GM0441    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1899;Sint Nicolaasga;WP2507    ;De Fryske Marren                   ;GM1940    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1900;Sint Odiliënberg;WP2594    ;Roerdalen                          ;GM1669    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1901;Sint Pancras;WP1115    ;Langedijk                          ;GM0416    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1902;Sint Philipsland;WP2078    ;Tholen                             ;GM0716    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1903;St. Willebrord;WP2584    ;Rucphen                            ;GM0840    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1904;Sint-Annaland;WP2076    ;Tholen                             ;GM0716    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1905;St.-Annaparochie;WP3331    ;het Bildt                          ;GM0063    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1906;St.-Jacobiparochie;WP3332    ;het Bildt                          ;GM0063    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1907;Sintjohannesga;WP2508    ;De Fryske Marren                   ;GM1940    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1908;Sint-Maartensdijk;WP2074    ;Tholen                             ;GM0716    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1909;Sint-Michielsgestel;WP2060    ;Sint-Michielsgestel                ;GM0845    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1910;Sint-Oedenrode;WP2787    ;Meierijstad                        ;GM1948    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1911;Sirjansland;WP2688    ;Schouwen-Duiveland                 ;GM1676    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1912;Sittard;WP3512    ;Sittard-Geleen                     ;GM1883    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1913;Skingen;WP2732    ;Menameradiel                       ;GM1908    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1914;Slagharen;WP1564    ;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1915;Slappeterp;WP2733    ;Menameradiel                       ;GM1908    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1916;Sleen;WP2162    ;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1917;Sleeuwijk;WP2217    ;Werkendam                          ;GM0870    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1918;Slenaken;WP1229    ;Gulpen-Wittem                      ;GM1729    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1919;Sliedrecht;WP2438    ;Sliedrecht                         ;GM0610    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1920;Slijkenburg;WP1738    ;Weststellingwerf                   ;GM0098    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1921;Slijk-Ewijk;WP1871    ;Overbetuwe                         ;GM1734    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1922;Slochteren;WP1358    ;Slochteren                         ;GM0040    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1923;Slootdorp;WP2435    ;Hollands Kroon                     ;GM1911    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1924;Sloten;WP1684    ;De Fryske Marren                   ;GM1940    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1925;Sluis;WP2962    ;Sluis                              ;GM1714    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1926;Sluiskil;WP1135    ;Terneuzen                          ;GM0715    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1927;Smakt;WP2334    ;Venray                             ;GM0984    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1928;Smalle Ee;WP3288    ;Smallingerland                     ;GM0090    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1929;Smallebrugge;WP2420    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1930;Smilde;WP3021    ;Midden-Drenthe                     ;GM1731    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1931;Snakkerburen;WP1200    ;Leeuwarden                         ;GM0080    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1932;Sneek;WP3504    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1933;Snelrewaard;WP1912    ;Oudewater                          ;GM0589    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1934;Snikzwaag;WP2509    ;De Fryske Marren                   ;GM1940    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1935;Soerendonk;WP1569    ;Cranendonck                        ;GM1706    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1936;Soest;WP1013    ;Soest                              ;GM0342    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1937;Soesterberg;WP1014    ;Soest                              ;GM0342    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1938;Someren;WP2745    ;Someren                            ;GM0847    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1939;Sommelsdijk;WP3145    ;Goeree-Overflakkee                 ;GM1924    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1940;Son en Breugel;WP3520    ;Son en Breugel                     ;GM0848    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1941;Sondel;WP1685    ;De Fryske Marren                   ;GM1940    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1942;Sonnega;WP1739    ;Weststellingwerf                   ;GM0098    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1943;Spaarndam;WP3534    ;Haarlemmerliede en Spaarnwoude     ;GM0393    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1944;Spaarndam gem. Haarlem;WP2908    ;Haarlem                            ;GM0392    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1945;Spanbroek;WP2792    ;Opmeer                             ;GM0432    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1946;Spanga;WP1740    ;Weststellingwerf                   ;GM0098    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1947;Spankeren;WP1505    ;Rheden                             ;GM0275    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1948;Spannum;WP2030    ;Littenseradiel                     ;GM0140    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1949;Spaubeek;WP1671    ;Beek                               ;GM0888    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1950;Spier;WP3022    ;Midden-Drenthe                     ;GM1731    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1951;Spier;WP3120    ;Westerveld                         ;GM1701    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1952;Spierdijk;WP1190    ;Koggenland                         ;GM1598    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1953;Spijk;WP2980    ;Rijnwaarden                        ;GM0196    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1954;Spijk;WP2356    ;Lingewaal                          ;GM0733    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1955;Spijk Gn;WP3241    ;Delfzijl                           ;GM0010    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1956;Spijkenisse;WP3032    ;Nissewaard                         ;GM1930    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1957;Spijkerboor;WP1180    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1958;Spijkerboor;WP2286    ;Wormerland                         ;GM0880    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1959;Sprang-Capelle;WP2596    ;Waalwijk                           ;GM0867    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1960;Sprundel;WP2583    ;Rucphen                            ;GM0840    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1961;Spui;WP1136    ;Terneuzen                          ;GM0715    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1962;Stad aan 't Haringvliet;WP3146    ;Goeree-Overflakkee                 ;GM1924    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1963;Stadskanaal;WP3074    ;Stadskanaal                        ;GM0037    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1964;Stampersgat;WP1247    ;Halderberge                        ;GM1655    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1965;Standdaarbuiten;WP1324    ;Moerdijk                           ;GM1709    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1966;Staphorst;WP1046    ;Staphorst                          ;GM0180    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1967;Starnmeer;WP3555    ;Alkmaar                            ;GM0361    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1968;Startenhuizen;WP3452    ;Loppersum                          ;GM0024    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1969;Startenhuizen;WP3481    ;Eemsmond                           ;GM1651    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1970;Stavenisse;WP2075    ;Tholen                             ;GM0716    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1971;Stavoren;WP1969    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1972;Stedum;WP3453    ;Loppersum                          ;GM0024    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1973;De Steeg;WP1502    ;Rheden                             ;GM0275    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1974;Steenbergen;WP1405    ;Steenbergen                        ;GM0851    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1975;Steenbergen;WP3634    ;Noordenveld                        ;GM1699    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1976;Steendam;WP1359    ;Slochteren                         ;GM0040    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1977;Steenderen;WP1526    ;Bronckhorst                        ;GM1876    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1978;Steenenkamer;WP2608    ;Voorst                             ;GM0285    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1979;Steensel;WP2995    ;Eersel                             ;GM0770    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1980;Steenwijk;WP2713    ;Steenwijkerland                    ;GM1708    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1981;Steenwijkerwold;WP2714    ;Steenwijkerland                    ;GM1708    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1982;Stegeren;WP2553    ;Ommen                              ;GM0175    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1983;Steggerda;WP1741    ;Weststellingwerf                   ;GM0098    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1984;Stein;WP1913    ;Stein                              ;GM0971    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1985;Stellendam;WP2933    ;Goeree-Overflakkee                 ;GM1924    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1986;Sterksel;WP1316    ;Heeze-Leende                       ;GM1658    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1987;Stevensbeek;WP2084    ;Sint Anthonis                      ;GM1702    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1988;Stevensweert;WP1922    ;Maasgouw                           ;GM1641    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1989;Steyl;WP1475    ;Venlo                              ;GM0983    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1990;Stieltjeskanaal;WP2163    ;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1991;Stiens;WP3230    ;Leeuwarderadeel                    ;GM0081    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
1992;Stitswerd;WP3482    ;Eemsmond                           ;GM1651    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1993;Stokkum;WP2210    ;Montferland                        ;GM1955    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1994;Stolwijk;WP2388    ;Krimpenerwaard                     ;GM1931    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1995;Stompetoren;WP1890    ;Alkmaar                            ;GM0361    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1996;Stoutenburg;WP2639    ;Leusden                            ;GM0327    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1997;Stoutenburg Noord;WP1667    ;Amersfoort                         ;GM0307    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1998;Stramproy;WP1975    ;Weert                              ;GM0988    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1999;Streefkerk;WP1805    ;Molenwaard                         ;GM1927    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
2000;Striep;WP2620    ;Terschelling                       ;GM0093    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2001;Strijbeek;WP3435    ;Alphen-Chaam                       ;GM1723    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
2002;Strijen;WP2797    ;Strijen                            ;GM0617    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
2003;Strijensas;WP2798    ;Strijen                            ;GM0617    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
2004;Stroe;WP1059    ;Barneveld                          ;GM0203    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
2005;Stroobos;WP3180    ;Achtkarspelen                      ;GM0059    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2006;Stuifzand;WP3023    ;Midden-Drenthe                     ;GM1731    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
2007;Stuifzand;WP1819    ;Hoogeveen                          ;GM0118    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
2008;Sumar;WP2453    ;Tytsjerksteradiel                  ;GM0737    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2009;Surhuisterveen;WP3181    ;Achtkarspelen                      ;GM0059    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2010;Surhuizum;WP3182    ;Achtkarspelen                      ;GM0059    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2011;Susteren;WP2045    ;Echt-Susteren                      ;GM1711    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
2012;Suwâld;WP2448    ;Tytsjerksteradiel                  ;GM0737    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2013;Swalmen;WP2283    ;Roermond                           ;GM0957    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
2014;Sweikhuizen;WP2104    ;Schinnen                           ;GM0962    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
2015;Swichum;WP1204    ;Leeuwarden                         ;GM0080    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2016;Swifterbant;WP2431    ;Dronten                            ;GM0303    ;Flevoland                ;PV24      ;Oost-Nederland           ;LD02      
2017;Swolgen;WP1859    ;Horst aan de Maas                  ;GM1507    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
2018;Taarlo;WP2918    ;Tynaarlo                           ;GM1730    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
2019;Teeffelen;WP3472    ;Oss                                ;GM0828    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
2020;Teerns;WP1203    ;Leeuwarden                         ;GM0080    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2021;Tegelen;WP1474    ;Venlo                              ;GM0983    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
2022;Terband;WP2182    ;Heerenveen                         ;GM0074    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2023;Terborg;WP1577    ;Oude IJsselstreek                  ;GM1509    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
2024;Terheijden;WP2578    ;Drimmelen                          ;GM1719    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
2025;Terherne;WP2537    ;De Fryske Marren                   ;GM1940    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2026;Terhole;WP3096    ;Hulst                              ;GM0677    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
2027;Terkaple;WP2510    ;De Fryske Marren                   ;GM1940    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2028;Termunten;WP3242    ;Delfzijl                           ;GM0010    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
2029;Termunterzijl;WP3243    ;Delfzijl                           ;GM0010    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
2030;Ternaard;WP3411    ;Dongeradeel                        ;GM0058    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2031;Terneuzen;WP1137    ;Terneuzen                          ;GM0715    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
2032;Teroele;WP2511    ;De Fryske Marren                   ;GM1940    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
2033;Terschuur;WP3598    ;Barneveld                          ;GM0203    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
2034;Tersoal;WP2538    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
